Type,Coordinates,Lat,Lon
Read to Grow BFK Family,"41.53719,-72.0855",41.53719,-72.0855
Read to Grow BFK Family,"41.32712,-72.9718",41.32712,-72.9718
Read to Grow BFK Family,"41.32712,-72.9718",41.32712,-72.9718
Read to Grow BFK Family,"41.7402,-72.6755",41.7402,-72.6755
Read to Grow BFK Family,"41.8059346,-72.5189721",41.8059346,-72.5189721
Read to Grow BFK Family,"41.80442,-72.5202",41.80442,-72.5202
Read to Grow BFK Family,"41.75109,-72.6939",41.75109,-72.6939
Read to Grow BFK Family,"41.66872,-72.9351",41.66872,-72.9351
Read to Grow BFK Family,"41.35792,-72.9227023",41.35792,-72.9227023
Read to Grow BFK Family,"41.18935,-73.1863",41.18935,-73.1863
Read to Grow BFK Family,"41.20543,-73.201",41.20543,-73.201
Read to Grow BFK Family,"41.2704979,-72.8773585",41.2704979,-72.8773585
Read to Grow BFK Family,"41.8044579,-72.5673481",41.8044579,-72.5673481
Read to Grow BFK Family,"41.4277038,-72.9065364",41.4277038,-72.9065364
Read to Grow BFK Family,"41.2738018,-73.1626305",41.2738018,-73.1626305
Read to Grow BFK Family,"41.6090267,-72.7133879",41.6090267,-72.7133879
Read to Grow BFK Family,"41.3184857,-73.1669816",41.3184857,-73.1669816
Read to Grow BFK Family,"41.3394605,-72.7449487",41.3394605,-72.7449487
Read to Grow BFK Family,"41.0574432,-73.5617468",41.0574432,-73.5617468
Read to Grow BFK Family,"41.67348,-71.9267",41.67348,-71.9267
Read to Grow BFK Family,"41.5294208,-72.0627339",41.5294208,-72.0627339
Read to Grow BFK Family,"41.39734,-73.4672",41.39734,-73.4672
Read to Grow BFK Family,"41.48878,-72.8543",41.48878,-72.8543
Read to Grow BFK Family,"41.93686,-72.6328",41.93686,-72.6328
Read to Grow BFK Family,"41.5586938,-73.0269378",41.5586938,-73.0269378
Read to Grow BFK Family,"41.55858,-73.027",41.55858,-73.027
Read to Grow BFK Family,"41.4797,-72.9616",41.4797,-72.9616
Read to Grow BFK Family,"41.19978,-73.2041",41.19978,-73.2041
Read to Grow BFK Family,"41.6775302,-72.7879155",41.6775302,-72.7879155
Read to Grow BFK Family,"41.2729406,-72.8476206",41.2729406,-72.8476206
Read to Grow BFK Family,"41.7865554,-72.1803084",41.7865554,-72.1803084
Read to Grow BFK Family,"41.27448,-72.9558",41.27448,-72.9558
Read to Grow BFK Family,"41.2270751,-73.1442427",41.2270751,-73.1442427
Read to Grow BFK Family,"41.2670417,-72.8964523",41.2670417,-72.8964523
Read to Grow BFK Family,"41.79574,-72.6969",41.79574,-72.6969
Read to Grow BFK Family,"41.3259359,-72.9215357",41.3259359,-72.9215357
Read to Grow BFK Family,"41.1858803,-73.1506139",41.1858803,-73.1506139
Read to Grow BFK Family,"41.4230573,-73.2880536",41.4230573,-73.2880536
Read to Grow BFK Family,"41.21377,-73.2123",41.21377,-73.2123
Read to Grow BFK Family,"41.92,-72.1918",41.92,-72.1918
Read to Grow BFK Family,"41.2650026,-73.2020482",41.2650026,-73.2020482
Read to Grow BFK Family,"41.7533252,-72.6951721",41.7533252,-72.6951721
Read to Grow BFK Family,"41.74118,-72.685",41.74118,-72.685
Read to Grow BFK Family,"41.7947114,-71.8413952",41.7947114,-71.8413952
Read to Grow BFK Family,"41.69719,-71.9725",41.69719,-71.9725
Read to Grow BFK Family,"41.73804,-72.7022",41.73804,-72.7022
Read to Grow BFK Family,"41.75771,-72.6402",41.75771,-72.6402
Read to Grow BFK Family,"41.1829346,-73.2134856",41.1829346,-73.2134856
Read to Grow BFK Family,"41.5693603,-73.0306401",41.5693603,-73.0306401
Read to Grow BFK Family,"41.7679621,-72.7208227",41.7679621,-72.7208227
Read to Grow BFK Family,"41.2627,-72.797",41.2627,-72.797
Read to Grow BFK Family,"41.692502,-72.362978",41.692502,-72.362978
Read to Grow BFK Family,"41.27433,-72.9557",41.27433,-72.9557
Read to Grow BFK Family,"41.26964,-72.9443",41.26964,-72.9443
Read to Grow BFK Family,"41.5050268,-71.8903042",41.5050268,-71.8903042
Read to Grow BFK Family,"41.9232,-71.8979",41.9232,-71.8979
Read to Grow BFK Family,"41.8892,-71.8769",41.8892,-71.8769
Read to Grow BFK Family,"41.3036425,-73.0519084",41.3036425,-73.0519084
Read to Grow BFK Family,"41.37781,-72.5515",41.37781,-72.5515
Read to Grow BFK Family,"41.99949,-71.9836",41.99949,-71.9836
Read to Grow BFK Family,"41.32265,-72.9246",41.32265,-72.9246
Read to Grow BFK Family,"41.8114247,-73.1370443",41.8114247,-73.1370443
Read to Grow BFK Family,"41.69788,-72.7237",41.69788,-72.7237
Read to Grow BFK Family,"41.6707142,-72.9637512",41.6707142,-72.9637512
Read to Grow BFK Family,"41.2143439,-73.220757",41.2143439,-73.220757
Read to Grow BFK Family,"41.74722,-72.6957",41.74722,-72.6957
Read to Grow BFK Family,"41.79738,-72.5508",41.79738,-72.5508
Read to Grow BFK Family,"41.79738,-72.5508",41.79738,-72.5508
Read to Grow BFK Family,"41.6863,-72.7701",41.6863,-72.7701
Read to Grow BFK Family,"41.9127628,-72.6419489",41.9127628,-72.6419489
Read to Grow BFK Family,"41.2194,-73.008",41.2194,-73.008
Read to Grow BFK Family,"41.3411,-73.1875",41.3411,-73.1875
Read to Grow BFK Family,"41.19288,-73.1611",41.19288,-73.1611
Read to Grow BFK Family,"41.70673,-73.124",41.70673,-73.124
Read to Grow BFK Family,"41.35954,-72.1263",41.35954,-72.1263
Read to Grow BFK Family,"41.7057722,-72.7865727",41.7057722,-72.7865727
Read to Grow BFK Family,"41.4904085,-73.0506949",41.4904085,-73.0506949
Read to Grow BFK Family,"41.7587695,-72.6798343",41.7587695,-72.6798343
Read to Grow BFK Family,"41.5363078,-72.766237",41.5363078,-72.766237
Read to Grow BFK Family,"41.54389,-73.0476",41.54389,-73.0476
Read to Grow BFK Family,"41.20847,-73.2277",41.20847,-73.2277
Read to Grow BFK Family,"41.79157,-72.6176",41.79157,-72.6176
Read to Grow BFK Family,"41.17516,-73.2065",41.17516,-73.2065
Read to Grow BFK Family,"41.54769,-73.0602",41.54769,-73.0602
Read to Grow BFK Family,"41.5688448,-73.0214615",41.5688448,-73.0214615
Read to Grow BFK Family,"41.737605,-72.6897796",41.737605,-72.6897796
Read to Grow BFK Family,"41.7092,-71.8772",41.7092,-71.8772
Read to Grow BFK Family,"41.6617626,-72.8653476",41.6617626,-72.8653476
Read to Grow BFK Family,"41.46629,-72.1775",41.46629,-72.1775
Read to Grow BFK Family,"41.45292,-72.4614",41.45292,-72.4614
Read to Grow BFK Family,"41.3238047,-72.9666166",41.3238047,-72.9666166
Read to Grow BFK Family,"41.4047753,-72.1088955",41.4047753,-72.1088955
Read to Grow BFK Family,"41.33483,-73.0632",41.33483,-73.0632
Read to Grow BFK Family,"41.2925758,-72.8209474",41.2925758,-72.8209474
Read to Grow BFK Family,"41.82881,-72.91",41.82881,-72.91
Read to Grow BFK Family,"41.78629,-72.7259",41.78629,-72.7259
Read to Grow BFK Family,"41.10786,-73.4211",41.10786,-73.4211
Read to Grow BFK Family,"41.1090031,-73.4204904",41.1090031,-73.4204904
Read to Grow BFK Family,"41.8757682,-72.4517005",41.8757682,-72.4517005
Read to Grow BFK Family,"41.5493,-72.7007",41.5493,-72.7007
Read to Grow BFK Family,"42.01987,-71.8418",42.01987,-71.8418
Read to Grow BFK Family,"41.3595258,-73.1216686",41.3595258,-73.1216686
Read to Grow BFK Family,"41.9424,-72.5714",41.9424,-72.5714
Read to Grow BFK Family,"41.4538833,-72.00775",41.4538833,-72.00775
Read to Grow BFK Family,"41.7953212,-72.5321229",41.7953212,-72.5321229
Read to Grow BFK Family,"41.9786337,-73.0445804",41.9786337,-73.0445804
Read to Grow BFK Family,"41.37577,-72.9186",41.37577,-72.9186
Read to Grow BFK Family,"41.10217,-73.4297",41.10217,-73.4297
Read to Grow BFK Family,"41.4081685,-73.4569395",41.4081685,-73.4569395
Read to Grow BFK Family,"41.8452428,-72.5588484",41.8452428,-72.5588484
Read to Grow BFK Family,"41.2234935,-73.2234642",41.2234935,-73.2234642
Read to Grow BFK Family,"41.2416572,-73.0212655",41.2416572,-73.0212655
Read to Grow BFK Family,"41.2416572,-73.0212655",41.2416572,-73.0212655
Read to Grow BFK Family,"41.3868816,-73.0611922",41.3868816,-73.0611922
Read to Grow BFK Family,"41.60469,-72.6878",41.60469,-72.6878
Read to Grow BFK Family,"41.3820116,-72.9136849",41.3820116,-72.9136849
Read to Grow BFK Family,"41.806305,-72.6937017",41.806305,-72.6937017
Read to Grow BFK Family,"41.2137801,-73.2126035",41.2137801,-73.2126035
Read to Grow BFK Family,"41.35957,-72.9442",41.35957,-72.9442
Read to Grow BFK Family,"41.22652,-73.0501",41.22652,-73.0501
Read to Grow BFK Family,"41.29831,-72.5158",41.29831,-72.5158
Read to Grow BFK Family,"41.2753532,-72.9706336",41.2753532,-72.9706336
Read to Grow BFK Family,"41.19239,-73.1497",41.19239,-73.1497
Read to Grow BFK Family,"41.24178,-73.0827",41.24178,-73.0827
Read to Grow BFK Family,"41.3032589,-72.9767072",41.3032589,-72.9767072
Read to Grow BFK Family,"41.86943,-72.4461",41.86943,-72.4461
Read to Grow BFK Family,"41.80176,-72.537",41.80176,-72.537
Read to Grow BFK Family,"41.0662511,-73.5512517",41.0662511,-73.5512517
Read to Grow BFK Family,"41.17802,-73.1974",41.17802,-73.1974
Read to Grow BFK Family,"41.32812,-72.9722",41.32812,-72.9722
Read to Grow BFK Family,"41.7567045,-72.8126238",41.7567045,-72.8126238
Read to Grow BFK Family,"41.832799,-72.918299",41.832799,-72.918299
Read to Grow BFK Family,"41.79807,-73.1988",41.79807,-73.1988
Read to Grow BFK Family,"41.52015,-72.7586",41.52015,-72.7586
Read to Grow BFK Family,"41.7148654,-72.913487",41.7148654,-72.913487
Read to Grow BFK Family,"41.3911745,-72.91017",41.3911745,-72.91017
Read to Grow BFK Family,"41.33289,-73.1075",41.33289,-73.1075
Read to Grow BFK Family,"41.8115103,-71.8775252",41.8115103,-71.8775252
Read to Grow BFK Family,"41.7591,-72.7142",41.7591,-72.7142
Read to Grow BFK Family,"41.78423,-72.6984",41.78423,-72.6984
Read to Grow BFK Family,"41.6542424,-72.7772449",41.6542424,-72.7772449
Read to Grow BFK Family,"41.66565,-72.7642",41.66565,-72.7642
Read to Grow BFK Family,"41.65327,-72.3777",41.65327,-72.3777
Read to Grow BFK Family,"41.4527889,-72.8315479",41.4527889,-72.8315479
Read to Grow BFK Family,"42.02371,-71.8401",42.02371,-71.8401
Read to Grow BFK Family,"41.28014,-72.8726",41.28014,-72.8726
Read to Grow BFK Family,"41.2133972,-73.2125581",41.2133972,-73.2125581
Read to Grow BFK Family,"41.29092,-72.7762",41.29092,-72.7762
Read to Grow BFK Family,"41.4716474,-72.7707274",41.4716474,-72.7707274
Read to Grow BFK Family,"41.77136,-72.6916",41.77136,-72.6916
Read to Grow BFK Family,"41.7408664,-72.6856137",41.7408664,-72.6856137
Read to Grow BFK Family,"41.7273385,-72.2260329",41.7273385,-72.2260329
Read to Grow BFK Family,"41.74271,-72.7388",41.74271,-72.7388
Read to Grow BFK Family,"41.12752,-73.3973",41.12752,-73.3973
Read to Grow BFK Family,"41.73567,-72.756",41.73567,-72.756
Read to Grow BFK Family,"41.78725,-72.6756",41.78725,-72.6756
Read to Grow BFK Family,"41.8183681,-73.1207127",41.8183681,-73.1207127
Read to Grow BFK Family,"42.00415,-71.8415",42.00415,-71.8415
Read to Grow BFK Family,"41.74754,-72.6849",41.74754,-72.6849
Read to Grow BFK Family,"42.0039548,-72.5998973",42.0039548,-72.5998973
Read to Grow BFK Family,"41.4838199,-73.04701",41.4838199,-73.04701
Read to Grow BFK Family,"41.7385573,-72.6752239",41.7385573,-72.6752239
Read to Grow BFK Family,"41.71997,-72.3538",41.71997,-72.3538
Read to Grow BFK Family,"41.73835,-72.6758",41.73835,-72.6758
Read to Grow BFK Family,"41.5939281,-72.7598587",41.5939281,-72.7598587
Read to Grow BFK Family,"41.75926,-72.7152",41.75926,-72.7152
Read to Grow BFK Family,"41.33446,-72.9307",41.33446,-72.9307
Read to Grow BFK Family,"41.38925,-72.9108",41.38925,-72.9108
Read to Grow BFK Family,"41.34395,-72.9554",41.34395,-72.9554
Read to Grow BFK Family,"41.91906,-72.6598",41.91906,-72.6598
Read to Grow BFK Family,"41.80889,-72.6922",41.80889,-72.6922
Read to Grow BFK Family,"41.19786,-73.0946",41.19786,-73.0946
Read to Grow BFK Family,"41.75355,-72.7106",41.75355,-72.7106
Read to Grow BFK Family,"41.77884,-72.6358",41.77884,-72.6358
Read to Grow BFK Family,"41.719123,-72.2022299",41.719123,-72.2022299
Read to Grow BFK Family,"41.55991,-73.0456",41.55991,-73.0456
Read to Grow BFK Family,"41.0694086,-73.5244634",41.0694086,-73.5244634
Read to Grow BFK Family,"41.32182,-72.9511",41.32182,-72.9511
Read to Grow BFK Family,"41.53404,-72.7833",41.53404,-72.7833
Read to Grow BFK Family,"41.48897,-72.6811",41.48897,-72.6811
Read to Grow BFK Family,"41.30713,-72.9355",41.30713,-72.9355
Read to Grow BFK Family,"41.44775,-72.9102",41.44775,-72.9102
Read to Grow BFK Family,"41.31406,-72.9004",41.31406,-72.9004
Read to Grow BFK Family,"41.3141208,-72.9003204",41.3141208,-72.9003204
Read to Grow BFK Family,"41.7883377,-72.686254",41.7883377,-72.686254
Read to Grow BFK Family,"41.5729036,-73.0250542",41.5729036,-73.0250542
Read to Grow BFK Family,"41.74157,-72.6827",41.74157,-72.6827
Read to Grow BFK Family,"41.74906,-72.7172",41.74906,-72.7172
Read to Grow BFK Family,"41.3257647,-72.9327713",41.3257647,-72.9327713
Read to Grow BFK Family,"41.2874631,-72.9673902",41.2874631,-72.9673902
Read to Grow BFK Family,"41.3541081,-72.857213",41.3541081,-72.857213
Read to Grow BFK Family,"41.3510185,-73.1490514",41.3510185,-73.1490514
Read to Grow BFK Family,"41.7231,-72.7222",41.7231,-72.7222
Read to Grow BFK Family,"41.3917,-73.4421",41.3917,-73.4421
Read to Grow BFK Family,"41.8941087,-72.574787",41.8941087,-72.574787
Read to Grow BFK Family,"41.32804,-72.9447",41.32804,-72.9447
Read to Grow BFK Family,"41.28129,-72.983",41.28129,-72.983
Read to Grow BFK Family,"41.33479,-72.9306",41.33479,-72.9306
Read to Grow BFK Family,"41.3349227,-72.9307153",41.3349227,-72.9307153
Read to Grow BFK Family,"41.6668441,-72.76616",41.6668441,-72.76616
Read to Grow BFK Family,"41.2897974,-72.9332506",41.2897974,-72.9332506
Read to Grow BFK Family,"41.19353,-73.1789",41.19353,-73.1789
Read to Grow BFK Family,"41.3184413,-72.8710941",41.3184413,-72.8710941
Read to Grow BFK Family,"41.27482,-72.4935",41.27482,-72.4935
Read to Grow BFK Family,"41.710731,-72.7707343",41.710731,-72.7707343
Read to Grow BFK Family,"41.8076666,-72.6980213",41.8076666,-72.6980213
Read to Grow BFK Family,"41.7777632,-72.6087373",41.7777632,-72.6087373
Read to Grow BFK Family,"41.71751,-71.88",41.71751,-71.88
Read to Grow BFK Family,"41.04739,-73.5072",41.04739,-73.5072
Read to Grow BFK Family,"41.79192,-73.1241",41.79192,-73.1241
Read to Grow BFK Family,"41.45996,-72.5283",41.45996,-72.5283
Read to Grow BFK Family,"41.3986754,-73.1762396",41.3986754,-73.1762396
Read to Grow BFK Family,"41.1685884,-73.194959",41.1685884,-73.194959
Read to Grow BFK Family,"41.7795738,-72.6955402",41.7795738,-72.6955402
Read to Grow BFK Family,"41.33354,-72.1024",41.33354,-72.1024
Read to Grow BFK Family,"41.7466362,-72.7149683",41.7466362,-72.7149683
Read to Grow BFK Family,"41.7645,-72.5874",41.7645,-72.5874
Read to Grow BFK Family,"41.39542,-73.4384",41.39542,-73.4384
Read to Grow BFK Family,"41.84702,-72.4185",41.84702,-72.4185
Read to Grow BFK Family,"41.482601,-73.0487759",41.482601,-73.0487759
Read to Grow BFK Family,"41.3036,-72.915",41.3036,-72.915
Read to Grow BFK Family,"41.74701,-72.5176",41.74701,-72.5176
Read to Grow BFK Family,"41.2644789,-72.9507683",41.2644789,-72.9507683
Read to Grow BFK Family,"41.18679,-73.151",41.18679,-73.151
Read to Grow BFK Family,"41.71032,-72.6901",41.71032,-72.6901
Read to Grow BFK Family,"41.84541,-72.6472",41.84541,-72.6472
Read to Grow BFK Family,"41.93456,-72.6575",41.93456,-72.6575
Read to Grow BFK Family,"41.71808,-72.7486",41.71808,-72.7486
Read to Grow BFK Family,"41.2671757,-72.8951824",41.2671757,-72.8951824
Read to Grow BFK Family,"41.58447,-73.027",41.58447,-73.027
Read to Grow BFK Family,"41.2775678,-72.9414816",41.2775678,-72.9414816
Read to Grow BFK Family,"41.688369,-72.5658672",41.688369,-72.5658672
Read to Grow BFK Family,"41.2023502,-73.1054775",41.2023502,-73.1054775
Read to Grow BFK Family,"41.5367667,-72.7910237",41.5367667,-72.7910237
Read to Grow BFK Family,"41.82194,-72.6985",41.82194,-72.6985
Read to Grow BFK Family,"41.846813,-72.4818818",41.846813,-72.4818818
Read to Grow BFK Family,"41.5378168,-71.9556005",41.5378168,-71.9556005
Read to Grow BFK Family,"41.20565,-73.0811",41.20565,-73.0811
Read to Grow BFK Family,"41.2942802,-72.8908536",41.2942802,-72.8908536
Read to Grow BFK Family,"41.5471126,-73.020811",41.5471126,-73.020811
Read to Grow BFK Family,"41.3452934,-72.0409369",41.3452934,-72.0409369
Read to Grow BFK Family,"41.70036,-72.2164",41.70036,-72.2164
Read to Grow BFK Family,"41.91688,-72.2865",41.91688,-72.2865
Read to Grow BFK Family,"41.91784,-71.9319",41.91784,-71.9319
Read to Grow BFK Family,"41.47299,-72.0857",41.47299,-72.0857
Read to Grow BFK Family,"41.78721,-72.501",41.78721,-72.501
Read to Grow BFK Family,"41.7446123,-72.6831522",41.7446123,-72.6831522
Read to Grow BFK Family,"41.7431215,-72.7157851",41.7431215,-72.7157851
Read to Grow BFK Family,"41.77739,-72.6843",41.77739,-72.6843
Read to Grow BFK Family,"41.28287,-72.8779",41.28287,-72.8779
Read to Grow BFK Family,"41.2774833,-72.8194739",41.2774833,-72.8194739
Read to Grow BFK Family,"41.75465,-72.694",41.75465,-72.694
Read to Grow BFK Family,"41.33118,-72.8984",41.33118,-72.8984
Read to Grow BFK Family,"41.7548638,-72.712985",41.7548638,-72.712985
Read to Grow BFK Family,"41.9100438,-71.9023465",41.9100438,-71.9023465
Read to Grow BFK Family,"41.3339834,-72.8500017",41.3339834,-72.8500017
Read to Grow BFK Family,"41.92761,-73.0566",41.92761,-73.0566
Read to Grow BFK Family,"41.7394178,-72.6360588",41.7394178,-72.6360588
Read to Grow BFK Family,"41.7535838,-72.7107625",41.7535838,-72.7107625
Read to Grow BFK Family,"41.5948912,-73.1220252",41.5948912,-73.1220252
Read to Grow BFK Family,"41.9944637,-72.5956775",41.9944637,-72.5956775
Read to Grow BFK Family,"41.29927,-72.9554",41.29927,-72.9554
Read to Grow BFK Family,"41.2019792,-73.1830493",41.2019792,-73.1830493
Read to Grow BFK Family,"41.27169,-72.9465",41.27169,-72.9465
Read to Grow BFK Family,"41.75806,-72.6848",41.75806,-72.6848
Read to Grow BFK Family,"41.3173689,-72.9195561",41.3173689,-72.9195561
Read to Grow BFK Family,"41.78336,-72.9194",41.78336,-72.9194
Read to Grow BFK Family,"41.2038935,-73.2037504",41.2038935,-73.2037504
Read to Grow BFK Family,"41.8112001,-72.5361013",41.8112001,-72.5361013
Read to Grow BFK Family,"41.8112001,-72.5361013",41.8112001,-72.5361013
Read to Grow BFK Family,"41.18777,-73.2007",41.18777,-73.2007
Read to Grow BFK Family,"41.13074,-73.439",41.13074,-73.439
Read to Grow BFK Family,"41.7159223,-72.7756218",41.7159223,-72.7756218
Read to Grow BFK Family,"41.76606,-72.648",41.76606,-72.648
Read to Grow BFK Family,"41.54655,-73.05",41.54655,-73.05
Read to Grow BFK Family,"41.87355,-71.4591",41.87355,-71.4591
Read to Grow BFK Family,"41.56303,-72.3326",41.56303,-72.3326
Read to Grow BFK Family,"41.753342,-72.7108526",41.753342,-72.7108526
Read to Grow BFK Family,"41.772158,-72.111348",41.772158,-72.111348
Read to Grow BFK Family,"41.5533,-73.0697",41.5533,-73.0697
Read to Grow BFK Family,"41.5246364,-72.0653388",41.5246364,-72.0653388
Read to Grow BFK Family,"41.55581,-72.7732",41.55581,-72.7732
Read to Grow BFK Family,"41.59265,-72.7653",41.59265,-72.7653
Read to Grow BFK Family,"41.94974,-72.7825",41.94974,-72.7825
Read to Grow BFK Family,"41.5984621,-72.8855927",41.5984621,-72.8855927
Read to Grow BFK Family,"41.51794,-72.0849",41.51794,-72.0849
Read to Grow BFK Family,"41.54389,-73.0128",41.54389,-73.0128
Read to Grow BFK Family,"41.53838,-73.047",41.53838,-73.047
Read to Grow BFK Family,"41.8179792,-72.7202926",41.8179792,-72.7202926
Read to Grow BFK Family,"41.1813364,-73.161968",41.1813364,-73.161968
Read to Grow BFK Family,"41.193674,-73.2079832",41.193674,-73.2079832
Read to Grow BFK Family,"41.7289,-72.7433",41.7289,-72.7433
Read to Grow BFK Family,"41.5444492,-73.0509208",41.5444492,-73.0509208
Read to Grow BFK Family,"41.65464,-72.7181",41.65464,-72.7181
Read to Grow BFK Family,"41.3627589,-72.8031487",41.3627589,-72.8031487
Read to Grow BFK Family,"41.67497,-71.918",41.67497,-71.918
Read to Grow BFK Family,"41.1985017,-73.1062919",41.1985017,-73.1062919
Read to Grow BFK Family,"41.34174,-73.0708",41.34174,-73.0708
Read to Grow BFK Family,"41.60283,-73.014",41.60283,-73.014
Read to Grow BFK Family,"41.09294,-73.5228",41.09294,-73.5228
Read to Grow BFK Family,"41.72722,-72.6049",41.72722,-72.6049
Read to Grow BFK Family,"41.1998824,-73.1670069",41.1998824,-73.1670069
Read to Grow BFK Family,"41.2248921,-73.1966803",41.2248921,-73.1966803
Read to Grow BFK Family,"41.80376,-73.033",41.80376,-73.033
Read to Grow BFK Family,"41.6662595,-72.7657422",41.6662595,-72.7657422
Read to Grow BFK Family,"41.88732,-71.962",41.88732,-71.962
Read to Grow BFK Family,"41.94311,-72.7547",41.94311,-72.7547
Read to Grow BFK Family,"41.25945,-72.8915",41.25945,-72.8915
Read to Grow BFK Family,"41.28095,-72.8656",41.28095,-72.8656
Read to Grow BFK Family,"41.2837543,-72.9768073",41.2837543,-72.9768073
Read to Grow BFK Family,"41.3477976,-73.0772946",41.3477976,-73.0772946
Read to Grow BFK Family,"41.3588,-72.952",41.3588,-72.952
Read to Grow BFK Family,"41.53499,-72.8245",41.53499,-72.8245
Read to Grow BFK Family,"41.7580116,-72.7134227",41.7580116,-72.7134227
Read to Grow BFK Family,"41.92813,-73.0578",41.92813,-73.0578
Read to Grow BFK Family,"41.67994,-72.9776",41.67994,-72.9776
Read to Grow BFK Family,"41.5053798,-72.0774045",41.5053798,-72.0774045
Read to Grow BFK Family,"41.29467,-72.9334",41.29467,-72.9334
Read to Grow BFK Family,"41.3420933,-73.0831513",41.3420933,-73.0831513
Read to Grow BFK Family,"41.87719,-72.4521",41.87719,-72.4521
Read to Grow BFK Family,"41.2464634,-73.0320072",41.2464634,-73.0320072
Read to Grow BFK Family,"41.808749,-72.8574959",41.808749,-72.8574959
Read to Grow BFK Family,"40.81557,-74.4188",40.81557,-74.4188
Read to Grow BFK Family,"41.4041606,-72.9101145",41.4041606,-72.9101145
Read to Grow BFK Family,"41.8594173,-72.6505475",41.8594173,-72.6505475
Read to Grow BFK Family,"41.5019373,-72.0884357",41.5019373,-72.0884357
Read to Grow BFK Family,"41.2911798,-72.9580571",41.2911798,-72.9580571
Read to Grow BFK Family,"41.137806,-73.4088251",41.137806,-73.4088251
Read to Grow BFK Family,"41.8476619,-72.7348564",41.8476619,-72.7348564
Read to Grow BFK Family,"41.4107513,-73.4589253",41.4107513,-73.4589253
Read to Grow BFK Family,"41.47349,-73.3775",41.47349,-73.3775
Read to Grow BFK Family,"41.27072,-72.8818",41.27072,-72.8818
Read to Grow BFK Family,"41.5014653,-72.8913263",41.5014653,-72.8913263
Read to Grow BFK Family,"41.9283373,-71.9218448",41.9283373,-71.9218448
Read to Grow BFK Family,"41.60477,-73.4159",41.60477,-73.4159
Read to Grow BFK Family,"41.175033,-73.1675694",41.175033,-73.1675694
Read to Grow BFK Family,"41.99387,-72.6006",41.99387,-72.6006
Read to Grow BFK Family,"41.51683,-72.0522",41.51683,-72.0522
Read to Grow BFK Family,"41.6486543,-72.6752616",41.6486543,-72.6752616
Read to Grow BFK Family,"41.87326,-72.4384",41.87326,-72.4384
Read to Grow BFK Family,"41.74337,-72.6829",41.74337,-72.6829
Read to Grow BFK Family,"41.81869,-72.8592",41.81869,-72.8592
Read to Grow BFK Family,"41.72582,-72.7109",41.72582,-72.7109
Read to Grow BFK Family,"41.20076,-73.2041",41.20076,-73.2041
Read to Grow BFK Family,"41.61195,-73.1221",41.61195,-73.1221
Read to Grow BFK Family,"41.0583518,-73.523469",41.0583518,-73.523469
Read to Grow BFK Family,"41.05667,-73.5355",41.05667,-73.5355
Read to Grow BFK Family,"41.7651651,-72.6998312",41.7651651,-72.6998312
Read to Grow BFK Family,"41.22332,-73.1605",41.22332,-73.1605
Read to Grow BFK Family,"41.2939097,-72.7668457",41.2939097,-72.7668457
Read to Grow BFK Family,"41.6757404,-72.7603278",41.6757404,-72.7603278
Read to Grow BFK Family,"41.366251,-72.9278519",41.366251,-72.9278519
Read to Grow BFK Family,"41.4483,-72.7957",41.4483,-72.7957
Read to Grow BFK Family,"41.59936,-72.8282",41.59936,-72.8282
Read to Grow BFK Family,"41.7825714,-72.7422413",41.7825714,-72.7422413
Read to Grow BFK Family,"41.2245356,-73.0265253",41.2245356,-73.0265253
Read to Grow BFK Family,"41.7675799,-72.5628595",41.7675799,-72.5628595
Read to Grow BFK Family,"41.30255,-72.9433",41.30255,-72.9433
Read to Grow BFK Family,"41.28159,-72.9452",41.28159,-72.9452
Read to Grow BFK Family,"41.3082,-72.9412",41.3082,-72.9412
Read to Grow BFK Family,"42.00579,-71.8596",42.00579,-71.8596
Read to Grow BFK Family,"41.32416,-72.9166",41.32416,-72.9166
Read to Grow BFK Family,"41.71413,-72.2257",41.71413,-72.2257
Read to Grow BFK Family,"41.3041121,-72.8882518",41.3041121,-72.8882518
Read to Grow BFK Family,"41.3182142,-72.8565012",41.3182142,-72.8565012
Read to Grow BFK Family,"41.8164475,-73.1152172",41.8164475,-73.1152172
Read to Grow BFK Family,"41.26758,-72.8358",41.26758,-72.8358
Read to Grow BFK Family,"41.7692271,-72.5103167",41.7692271,-72.5103167
Read to Grow BFK Family,"41.62254,-72.7578",41.62254,-72.7578
Read to Grow BFK Family,"41.2351473,-73.2094612",41.2351473,-73.2094612
Read to Grow BFK Family,"41.76561,-72.0523",41.76561,-72.0523
Read to Grow BFK Family,"41.2232,-73.129",41.2232,-73.129
Read to Grow BFK Family,"41.49276,-72.9191",41.49276,-72.9191
Read to Grow BFK Family,"41.5560629,-72.9660688",41.5560629,-72.9660688
Read to Grow BFK Family,"41.7551702,-72.6930267",41.7551702,-72.6930267
Read to Grow BFK Family,"41.69207,-72.8917",41.69207,-72.8917
Read to Grow BFK Family,"41.17632,-73.1977",41.17632,-73.1977
Read to Grow BFK Family,"41.11186,-73.4164",41.11186,-73.4164
Read to Grow BFK Family,"41.28323,-72.8964",41.28323,-72.8964
Read to Grow BFK Family,"41.3242893,-72.944623",41.3242893,-72.944623
Read to Grow BFK Family,"41.71005,-72.2245",41.71005,-72.2245
Read to Grow BFK Family,"41.28138,-73.0063",41.28138,-73.0063
Read to Grow BFK Family,"41.32646,-72.9223",41.32646,-72.9223
