Type,Coordinates,Lat,Lon
Little Free Library,"41.309519,-73.263976",41.309519,-73.263976
Little Free Library,"41.4889883,-71.9926649",41.4889883,-71.9926649
Little Free Library,"41.4451918,-71.9955139",41.4451918,-71.9955139
Little Free Library,"41.666839,-73.2285069",41.666839,-73.2285069
Little Free Library,"41.1473905,-73.4405817",41.1473905,-73.4405817
Little Free Library,"41.1473905,-73.4405817",41.1473905,-73.4405817
Little Free Library,"41.184762,-73.293696",41.184762,-73.293696
Little Free Library,"41.4724106,-73.2579678",41.4724106,-73.2579678
Little Free Library,"41.1769726,-73.2924301",41.1769726,-73.2924301
Little Free Library,"41.3835256,-73.4624071",41.3835256,-73.4624071
Little Free Library,"41.5677971,-72.6819159",41.5677971,-72.6819159
Little Free Library,"41.8095411,-72.8296223",41.8095411,-72.8296223
Little Free Library,"41.7040629,-72.6637932",41.7040629,-72.6637932
Little Free Library,"41.8974643,-72.3331026",41.8974643,-72.3331026
Little Free Library,"41.3307859,-71.9937518",41.3307859,-71.9937518
Little Free Library,"41.2239388,-73.2069366",41.2239388,-73.2069366
Little Free Library,"41.5362577,-72.6212304",41.5362577,-72.6212304
Little Free Library,"41.1330569,-73.3962868",41.1330569,-73.3962868
Little Free Library,"41.5948559,-73.4054562",41.5948559,-73.4054562
Little Free Library,"41.2482221,-73.2326349",41.2482221,-73.2326349
Little Free Library,"41.5912633,-72.8785678",41.5912633,-72.8785678
Little Free Library,"41.5192305,-72.3376986",41.5192305,-72.3376986
Little Free Library,"41.1868196,-73.1290208",41.1868196,-73.1290208
Little Free Library,"41.3249581,-72.9828947",41.3249581,-72.9828947
Little Free Library,"41.5873058,-72.9916174",41.5873058,-72.9916174
Little Free Library,"41.2508227,-72.9705739",41.2508227,-72.9705739
Little Free Library,"41.4585355,-73.5074748",41.4585355,-73.5074748
Little Free Library,"41.7949723,-71.8363852",41.7949723,-71.8363852
Little Free Library,"41.690551,-72.3061887",41.690551,-72.3061887
Laundry Cares,"41.2932885,-73.49426509999999",41.2932885,-73.4942651
Laundry Cares,"41.1460091,-73.2509297",41.1460091,-73.2509297
Laundry Cares,"41.1770738,-73.2291054",41.1770738,-73.2291054
Laundry Cares,"41.18848240000001,-73.17997299999999",41.1884824,-73.179973
Laundry Cares,"41.28366279999999,-72.8837429",41.2836628,-72.8837429
Laundry Cares,"41.3466407,-72.1064614",41.3466407,-72.1064614
Laundry Cares,"41.4603691,-72.1047625",41.4603691,-72.1047625
Laundry Cares,"41.5776061,-72.330496",41.5776061,-72.330496
Book Bank,"41.0608361,-73.4855129",41.0608361,-73.4855129
Book Bank,"41.3163667,-72.9294677",41.3163667,-72.9294677
Book Bank,"41.11730120000001,-73.4592701",41.1173012,-73.4592701
Book Bank,"41.5643215,-73.0277629",41.5643215,-73.0277629
Book Bank,"41.3571394,-72.104124",41.3571394,-72.104124
Book Bank,"41.1408363,-73.2612615",41.1408363,-73.2612615
Book Bank,"41.0527986,-73.5394821",41.0527986,-73.5394821
Read to Grow BFK Organization,"41.17364,-73.208",41.17364,-73.208
Read to Grow BFK Organization,"41.216508,-73.428743",41.216508,-73.428743
Read to Grow BFK Organization,"41.345664,-72.949161",41.345664,-72.949161
Read to Grow BFK Organization,"41.33834,-72.7208",41.33834,-72.7208
Read to Grow BFK Organization,"41.34447,-72.9273",41.34447,-72.9273
Read to Grow BFK Organization,"41.4068,-72.8418",41.4068,-72.8418
Read to Grow BFK Organization,"41.55918,-72.6606",41.55918,-72.6606
Read to Grow BFK Organization,"41.407897,-72.841489",41.407897,-72.841489
Read to Grow BFK Organization,"41.34681,-72.9224",41.34681,-72.9224
Read to Grow BFK Organization,"41.3114,-72.9373",41.3114,-72.9373
Read to Grow BFK Organization,"41.175378,-73.194307",41.175378,-73.194307
Read to Grow BFK Organization,"41.39181,-72.8592",41.39181,-72.8592
Read to Grow BFK Organization,"41.22222,-73.0571",41.22222,-73.0571
Read to Grow BFK Organization,"41.315661,-72.938969",41.315661,-72.938969
Read to Grow BFK Organization,"41.17482,-73.2041",41.17482,-73.2041
Read to Grow BFK Organization,"41.05639,-73.543",41.05639,-73.543
Read to Grow BFK Organization,"41.30237,-72.91",41.30237,-72.91
Read to Grow BFK Organization,"41.3023762,-72.9100017",41.3023762,-72.9100017
Read to Grow BFK Organization,"41.30247,-72.9107",41.30247,-72.9107
Read to Grow BFK Organization,"41.302606,-72.910074",41.302606,-72.910074
Read to Grow BFK Organization,"41.1372833,-73.4169505",41.1372833,-73.4169505
Read to Grow BFK Organization,"41.31146,-72.896",41.31146,-72.896
Read to Grow BFK Organization,"41.3263517,-72.9141951",41.3263517,-72.9141951
Read to Grow BFK Organization,"41.17573,-73.1991",41.17573,-73.1991
Read to Grow BFK Organization,"41.18875,-73.1881",41.18875,-73.1881
Read to Grow BFK Organization,"41.311082,-72.937901",41.311082,-72.937901
Read to Grow BFK Organization,"41.328868,-72.93582",41.328868,-72.93582
Read to Grow BFK Organization,"41.292336,-72.935707",41.292336,-72.935707
Read to Grow BFK Organization,"41.59128,-73.0532",41.59128,-73.0532
Read to Grow BFK Organization,"41.0932,-73.452",41.0932,-73.452
Read to Grow BFK Organization,"41.78564,-72.6314",41.78564,-72.6314
Read to Grow BFK Organization,"41.34609,-73.0772",41.34609,-73.0772
Read to Grow BFK Organization,"41.33021,-73.0584",41.33021,-73.0584
Read to Grow BFK Organization,"41.40312,-73.4473",41.40312,-73.4473
Read to Grow BFK Organization,"41.522817,-72.754597",41.522817,-72.754597
Read to Grow BFK Organization,"41.30821,-72.9251",41.30821,-72.9251
Read to Grow BFK Organization,"41.69113,-72.6561",41.69113,-72.6561
Read to Grow BFK Organization,"41.31289,-72.9426",41.31289,-72.9426
Read to Grow BFK Organization,"41.31289,-72.9426",41.31289,-72.9426
Read to Grow BFK Organization,"41.308963,-72.892301",41.308963,-72.892301
Read to Grow BFK Organization,"41.34852,-72.1042",41.34852,-72.1042
Read to Grow BFK Organization,"41.32884,-72.9542",41.32884,-72.9542
Read to Grow BFK Organization,"41.21135,-73.1812",41.21135,-73.1812
Read to Grow BFK Organization,"41.287084,-72.397802",41.287084,-72.397802
Read to Grow BFK Organization,"41.29864,-72.8883",41.29864,-72.8883
Read to Grow BFK Organization,"41.29864,-72.8883",41.29864,-72.8883
Read to Grow BFK Organization,"41.34671,-72.9544",41.34671,-72.9544
Read to Grow BFK Organization,"41.32149,-72.9359",41.32149,-72.9359
Read to Grow BFK Organization,"41.211422,-73.1919",41.211422,-73.1919
Read to Grow BFK Organization,"41.21112,-73.1916",41.21112,-73.1916
Read to Grow BFK Organization,"41.3186,-72.2046",41.3186,-72.2046
Read to Grow BFK Organization,"41.32727,-72.8692",41.32727,-72.8692
Read to Grow BFK Organization,"41.15678,-73.2256",41.15678,-73.2256
Read to Grow BFK Organization,"41.81645,-73.1284",41.81645,-73.1284
Read to Grow BFK Organization,"41.80067,-72.6938",41.80067,-72.6938
Read to Grow BFK Organization,"41.24868,-73.0775",41.24868,-73.0775
Read to Grow BFK Organization,"41.34852,-72.1042",41.34852,-72.1042
Read to Grow BFK Organization,"41.31941,-73.0653",41.31941,-73.0653
Read to Grow BFK Organization,"41.28382,-72.8099",41.28382,-72.8099
Read to Grow BFK Organization,"41.27194,-72.7829",41.27194,-72.7829
Read to Grow BFK Organization,"41.26858,-72.8071",41.26858,-72.8071
Read to Grow BFK Organization,"41.287523,-72.801491",41.287523,-72.801491
Read to Grow BFK Organization,"41.26659,-72.8089",41.26659,-72.8089
Read to Grow BFK Organization,"41.30341,-72.774",41.30341,-72.774
Read to Grow BFK Organization,"41.184125,-73.182557",41.184125,-73.182557
Read to Grow BFK Organization,"41.189407,-73.1648713",41.189407,-73.1648713
Read to Grow BFK Organization,"41.2142,-73.2088",41.2142,-73.2088
Read to Grow BFK Organization,"41.1805225,-73.1928639",41.1805225,-73.1928639
Read to Grow BFK Organization,"41.18221,-73.1933",41.18221,-73.1933
Read to Grow BFK Organization,"41.34702,-72.5593",41.34702,-72.5593
Read to Grow BFK Organization,"41.28761,-72.6646",41.28761,-72.6646
Read to Grow BFK Organization,"41.165,-73.234",41.165,-73.234
Read to Grow BFK Organization,"41.187334,-73.242441",41.187334,-73.242441
Read to Grow BFK Organization,"41.19179,-73.196",41.19179,-73.196
Read to Grow BFK Organization,"41.3127,-72.8596",41.3127,-72.8596
Read to Grow BFK Organization,"41.68958,-72.9434",41.68958,-72.9434
Read to Grow BFK Organization,"41.785237,-71.935572",41.785237,-71.935572
Read to Grow BFK Organization,"41.54314,-73.0148",41.54314,-73.0148
Read to Grow BFK Organization,"41.5938109,-73.0268502",41.5938109,-73.0268502
Read to Grow BFK Organization,"41.34366,-72.9012",41.34366,-72.9012
Read to Grow BFK Organization,"41.76143,-72.6922",41.76143,-72.6922
Read to Grow BFK Organization,"41.7483,-72.85521",41.7483,-72.85521
Read to Grow BFK Organization,"41.179362,-73.192236",41.179362,-73.192236
Read to Grow BFK Organization,"41.745133,-72.690497",41.745133,-72.690497
Read to Grow BFK Organization,"41.373,-73.4238",41.373,-73.4238
Read to Grow BFK Organization,"41.291325,-72.971194",41.291325,-72.971194
Read to Grow BFK Organization,"41.71349,-72.2076",41.71349,-72.2076
Read to Grow BFK Organization,"41.76973,-72.6996",41.76973,-72.6996
Read to Grow BFK Organization,"41.54293,-73.0374",41.54293,-73.0374
Read to Grow BFK Organization,"41.52454,-72.0734",41.52454,-72.0734
Read to Grow BFK Organization,"41.75571,-72.6736",41.75571,-72.6736
Read to Grow BFK Organization,"41.77321,-72.7087",41.77321,-72.7087
Read to Grow BFK Organization,"41.69189,-72.7646",41.69189,-72.7646
Read to Grow BFK Organization,"41.18988,-73.208",41.18988,-73.208
Read to Grow BFK Organization,"41.465648,-72.891426",41.465648,-72.891426
Read to Grow BFK Organization,"41.17045,-73.2081",41.17045,-73.2081
Read to Grow BFK Organization,"41.672931,-72.7601181",41.672931,-72.7601181
Read to Grow BFK Organization,"41.71822,-72.1764",41.71822,-72.1764
Read to Grow BFK Organization,"41.718582,-72.172794",41.718582,-72.172794
Read to Grow BFK Organization,"41.743483,-72.721674",41.743483,-72.721674
Read to Grow BFK Organization,"41.51439,-73.0326",41.51439,-73.0326
Read to Grow BFK Organization,"41.35607,-72.1053",41.35607,-72.1053
Read to Grow BFK Organization,"41.3435,-72.0635",41.3435,-72.0635
Read to Grow BFK Organization,"41.36093,-72.1039",41.36093,-72.1039
Read to Grow BFK Organization,"41.33608,-72.4189",41.33608,-72.4189
Read to Grow BFK Organization,"41.361001,-72.10341",41.361001,-72.10341
Read to Grow BFK Organization,"41.11593,-73.4079",41.11593,-73.4079
Read to Grow BFK Organization,"41.326303,-72.958678",41.326303,-72.958678
Read to Grow BFK Organization,"41.35854,-72.1008",41.35854,-72.1008
Read to Grow BFK Organization,"41.3262411,-72.9588535",41.3262411,-72.9588535
Read to Grow BFK Organization,"41.2483458,-73.1039916",41.2483458,-73.1039916
Read to Grow BFK Organization,"41.71824,-72.234174",41.71824,-72.234174
Read to Grow BFK Organization,"41.30259,-72.9379",41.30259,-72.9379
Read to Grow BFK Organization,"41.335404,-72.926466",41.335404,-72.926466
Read to Grow BFK Organization,"41.35421,-72.9345",41.35421,-72.9345
Read to Grow BFK Organization,"41.08072,-73.4269",41.08072,-73.4269
Read to Grow BFK Organization,"41.6735423,-72.9465452",41.6735423,-72.9465452
Read to Grow BFK Organization,"41.051371,-73.542788",41.051371,-73.542788
Read to Grow BFK Organization,"41.3388661,-72.7472928",41.3388661,-72.7472928
Read to Grow BFK Organization,"41.31724,-72.9125",41.31724,-72.9125
Read to Grow BFK Organization,"41.33792,-72.9591",41.33792,-72.9591
Read to Grow BFK Organization,"41.31841,-72.9469",41.31841,-72.9469
Read to Grow BFK Organization,"41.30885,-72.9359",41.30885,-72.9359
Read to Grow BFK Organization,"41.28136,-72.8132",41.28136,-72.8132
Read to Grow BFK Organization,"41.5416,-72.7897",41.5416,-72.7897
Read to Grow BFK Organization,"41.67109,-72.7838",41.67109,-72.7838
Read to Grow BFK Organization,"41.48366,-72.7909",41.48366,-72.7909
Read to Grow BFK Organization,"41.26148,-72.6933",41.26148,-72.6933
Read to Grow BFK Organization,"41.33689,-72.9266",41.33689,-72.9266
Read to Grow BFK Organization,"41.7333,-72.7931",41.7333,-72.7931
Read to Grow BFK Organization,"41.754535,-72.681",41.754535,-72.681
Read to Grow BFK Organization,"41.75519,-72.6808",41.75519,-72.6808
Read to Grow BFK Organization,"41.5579,-73.0478",41.5579,-73.0478
Read to Grow BFK Organization,"41.704688,-72.6742455",41.704688,-72.6742455
Read to Grow BFK Organization,"41.39121,-73.4516",41.39121,-73.4516
Read to Grow BFK Organization,"41.481896,-73.059303",41.481896,-73.059303
Read to Grow BFK Organization,"41.45794,-72.8588",41.45794,-72.8588
Read to Grow BFK Organization,"41.29755,-72.9413",41.29755,-72.9413
Read to Grow BFK Organization,"41.32132,-72.9059",41.32132,-72.9059
Read to Grow BFK Organization,"41.327961,-72.958125",41.327961,-72.958125
Read to Grow BFK Organization,"41.75857,-72.6691",41.75857,-72.6691
Read to Grow BFK Organization,"41.8162492,-72.6590134",41.8162492,-72.6590134
Read to Grow BFK Organization,"41.74981,-72.687",41.74981,-72.687
Read to Grow BFK Organization,"41.27326,-72.892853",41.27326,-72.892853
Read to Grow BFK Organization,"41.35809,-72.9099",41.35809,-72.9099
Read to Grow BFK Organization,"41.7036716,-72.8686367",41.7036716,-72.8686367
Read to Grow BFK Organization,"41.102558,-73.45063",41.102558,-73.45063
Read to Grow BFK Organization,"41.521363,-72.763972",41.521363,-72.763972
Read to Grow BFK Organization,"41.33416,-72.8514",41.33416,-72.8514
Read to Grow BFK Organization,"41.39298,-73.4531",41.39298,-73.4531
Read to Grow BFK Organization,"41.42225,-73.454",41.42225,-73.454
Read to Grow BFK Organization,"41.382073,-73.466977",41.382073,-73.466977
Read to Grow BFK Organization,"41.397723,-73.453147",41.397723,-73.453147
Read to Grow BFK Organization,"41.396998,-73.453066",41.396998,-73.453066
Read to Grow BFK Organization,"41.90765,-71.9146",41.90765,-71.9146
Read to Grow BFK Organization,"41.3243,-72.8386",41.3243,-72.8386
Read to Grow BFK Organization,"41.27137,-72.8804",41.27137,-72.8804
Read to Grow BFK Organization,"41.3060606,-72.8928318",41.3060606,-72.8928318
Read to Grow BFK Organization,"41.30604,-72.892812",41.30604,-72.892812
Read to Grow BFK Organization,"42.00373,-72.5764",42.00373,-72.5764
Read to Grow BFK Organization,"41.737229,-72.689958",41.737229,-72.689958
Read to Grow BFK Organization,"41.31709,-72.936",41.31709,-72.936
Read to Grow BFK Organization,"41.385655,-72.898998",41.385655,-72.898998
Read to Grow BFK Organization,"41.54295,-73.0473",41.54295,-73.0473
Read to Grow BFK Organization,"41.36548,-72.9413",41.36548,-72.9413
Read to Grow BFK Organization,"28.82507,-81.3224",28.82507,-81.3224
Read to Grow BFK Organization,"41.10973,-73.418",41.10973,-73.418
Read to Grow BFK Organization,"41.30927,-72.8988",41.30927,-72.8988
Read to Grow BFK Organization,"41.45642,-72.4625",41.45642,-72.4625
Read to Grow BFK Organization,"41.76896,-72.6439",41.76896,-72.6439
Read to Grow BFK Organization,"41.77265,-72.6415",41.77265,-72.6415
Read to Grow BFK Organization,"41.7350402,-72.5905431",41.7350402,-72.5905431
Read to Grow BFK Organization,"41.78477,-72.603",41.78477,-72.603
Read to Grow BFK Organization,"41.27929,-72.8796",41.27929,-72.8796
Read to Grow BFK Organization,"41.32611,-72.8319",41.32611,-72.8319
Read to Grow BFK Organization,"41.27925,-72.8797",41.27925,-72.8797
Read to Grow BFK Organization,"41.34708,-72.2139",41.34708,-72.2139
Read to Grow BFK Organization,"41.31896,-72.9076",41.31896,-72.9076
Read to Grow BFK Organization,"41.30379,-72.7567",41.30379,-72.7567
Read to Grow BFK Organization,"41.67873,-72.9988",41.67873,-72.9988
Read to Grow BFK Organization,"41.678725,-72.998794",41.678725,-72.998794
Read to Grow BFK Organization,"41.32525,-72.920755",41.32525,-72.920755
Read to Grow BFK Organization,"41.25952,-72.968",41.25952,-72.968
Read to Grow BFK Organization,"41.2595251,-72.9679882",41.2595251,-72.9679882
Read to Grow BFK Organization,"41.334943,-72.900558",41.334943,-72.900558
Read to Grow BFK Organization,"41.294857,-72.976845",41.294857,-72.976845
Read to Grow BFK Organization,"41.36569,-72.912",41.36569,-72.912
Read to Grow BFK Organization,"41.406813,-72.900449",41.406813,-72.900449
Read to Grow BFK Organization,"41.77018,-72.6614",41.77018,-72.6614
Read to Grow BFK Organization,"42.00137,-72.5937",42.00137,-72.5937
Read to Grow BFK Organization,"41.29029,-72.9671",41.29029,-72.9671
Read to Grow BFK Organization,"41.74103,-72.7006",41.74103,-72.7006
Read to Grow BFK Organization,"41.346174,-72.912672",41.346174,-72.912672
Read to Grow BFK Organization,"41.29164,-72.9221",41.29164,-72.9221
Read to Grow BFK Organization,"41.29273,-72.922",41.29273,-72.922
Read to Grow BFK Organization,"41.30892,-72.8937",41.30892,-72.8937
Read to Grow BFK Organization,"41.30907,-72.8935",41.30907,-72.8935
Read to Grow BFK Organization,"41.11649,-73.4153",41.11649,-73.4153
Read to Grow BFK Organization,"41.30927,-72.8988",41.30927,-72.8988
Read to Grow BFK Organization,"41.3210138,-72.907739",41.3210138,-72.907739
Read to Grow BFK Organization,"41.3210138,-72.907739",41.3210138,-72.907739
Read to Grow BFK Organization,"41.32071,-72.9081",41.32071,-72.9081
Read to Grow BFK Organization,"41.320875,-72.908337",41.320875,-72.908337
Read to Grow BFK Organization,"41.05167,-73.5425",41.05167,-73.5425
Read to Grow BFK Organization,"41.34294,-72.9579",41.34294,-72.9579
Read to Grow BFK Organization,"41.80748,-73.1211",41.80748,-73.1211
Read to Grow BFK Organization,"41.807651,-73.120963",41.807651,-73.120963
Read to Grow BFK Organization,"41.312737,-72.898953",41.312737,-72.898953
Read to Grow BFK Organization,"41.31332,-72.8994",41.31332,-72.8994
Read to Grow BFK Organization,"41.2784775,-72.8724095",41.2784775,-72.8724095
Read to Grow BFK Organization,"41.277564,-72.871741",41.277564,-72.871741
Read to Grow BFK Organization,"41.53874,-72.802",41.53874,-72.802
Read to Grow BFK Organization,"41.3051834,-72.9121023",41.3051834,-72.9121023
Read to Grow BFK Organization,"41.29891,-72.9688",41.29891,-72.9688
Read to Grow BFK Organization,"41.348089,-72.83108",41.348089,-72.83108
Read to Grow BFK Organization,"41.1315862,-73.3967009",41.1315862,-73.3967009
Read to Grow BFK Organization,"41.30546,-72.8796",41.30546,-72.8796
Read to Grow BFK Organization,"41.73267,-72.7347",41.73267,-72.7347
Read to Grow BFK Organization,"41.318128,-72.954483",41.318128,-72.954483
Read to Grow BFK Organization,"41.30963,-72.9044",41.30963,-72.9044
Read to Grow BFK Organization,"41.309931,-72.904763",41.309931,-72.904763
Read to Grow BFK Organization,"41.67586,-72.8113",41.67586,-72.8113
Read to Grow BFK Organization,"41.19125,-73.1303",41.19125,-73.1303
Read to Grow BFK Organization,"41.800748,-72.495506",41.800748,-72.495506
Read to Grow BFK Organization,"41.2814368,-72.7736482",41.2814368,-72.7736482
Read to Grow BFK Organization,"41.714083,-72.589755",41.714083,-72.589755
Read to Grow BFK Organization,"41.66878,-72.8953",41.66878,-72.8953
Read to Grow BFK Organization,"41.33519,-73.0903",41.33519,-73.0903
Read to Grow BFK Organization,"41.3864,-72.005",41.3864,-72.005
Read to Grow BFK Organization,"41.27353,-72.8739",41.27353,-72.8739
Read to Grow BFK Organization,"41.32865,-72.6882",41.32865,-72.6882
Read to Grow BFK Organization,"41.33055,-72.8694",41.33055,-72.8694
Read to Grow BFK Organization,"41.278289,-72.873982",41.278289,-72.873982
Read to Grow BFK Organization,"41.42094,-72.9222",41.42094,-72.9222
Read to Grow BFK Organization,"41.34852,-72.9346",41.34852,-72.9346
Read to Grow BFK Organization,"41.38376,-72.8984",41.38376,-72.8984
Read to Grow BFK Organization,"41.383028,-72.904983",41.383028,-72.904983
Read to Grow BFK Organization,"41.34567,-72.9141",41.34567,-72.9141
Read to Grow BFK Organization,"41.35514,-72.9048",41.35514,-72.9048
Read to Grow BFK Organization,"41.39217,-72.9268",41.39217,-72.9268
Read to Grow BFK Organization,"41.38342,-72.9022",41.38342,-72.9022
Read to Grow BFK Organization,"41.218521,-73.170652",41.218521,-73.170652
Read to Grow BFK Organization,"41.771693,-72.670817",41.771693,-72.670817
Read to Grow BFK Organization,"41.76143,-72.6922",41.76143,-72.6922
Read to Grow BFK Organization,"41.76235,-72.6745",41.76235,-72.6745
Read to Grow BFK Organization,"41.786317,-72.681303",41.786317,-72.681303
Read to Grow BFK Organization,"41.544466,-72.765559",41.544466,-72.765559
Read to Grow BFK Organization,"41.55592,-72.6463",41.55592,-72.6463
Read to Grow BFK Organization,"41.35854,-72.1008",41.35854,-72.1008
Read to Grow BFK Organization,"41.27476,-72.4839",41.27476,-72.4839
Read to Grow BFK Organization,"41.5560301,-72.6458018",41.5560301,-72.6458018
Read to Grow BFK Organization,"41.34942,-72.9428",41.34942,-72.9428
Read to Grow BFK Organization,"41.80843,-72.24952",41.80843,-72.24952
Read to Grow BFK Organization,"41.05986,-73.5419",41.05986,-73.5419
Read to Grow BFK Organization,"41.24071,-72.9859",41.24071,-72.9859
Read to Grow BFK Organization,"41.32308,-72.9257",41.32308,-72.9257
Read to Grow BFK Organization,"41.29451,-72.9352",41.29451,-72.9352
Read to Grow BFK Organization,"41.75684,-72.6759",41.75684,-72.6759
Read to Grow BFK Organization,"41.75794,-72.6868",41.75794,-72.6868
Read to Grow BFK Organization,"41.35811,-72.9265",41.35811,-72.9265
Read to Grow BFK Organization,"41.204267,-73.140439",41.204267,-73.140439
Read to Grow BFK Organization,"41.273611,-72.849577",41.273611,-72.849577
Read to Grow BFK Organization,"41.50161,-73.0553",41.50161,-73.0553
Read to Grow BFK Organization,"41.38107,-72.4356",41.38107,-72.4356
Read to Grow BFK Organization,"41.81038,-72.6584",41.81038,-72.6584
Read to Grow BFK Organization,"41.68931,-72.8019",41.68931,-72.8019
Read to Grow BFK Organization,"41.7828644,-72.6963702",41.7828644,-72.6963702
Read to Grow BFK Organization,"41.78387,-72.5137",41.78387,-72.5137
Read to Grow BFK Organization,"41.76824,-72.7022",41.76824,-72.7022
Read to Grow BFK Organization,"41.777889,-72.698489",41.777889,-72.698489
Read to Grow BFK Organization,"41.32071,-72.9081",41.32071,-72.9081
Read to Grow BFK Organization,"41.34818,-72.4418",41.34818,-72.4418
Read to Grow BFK Organization,"41.5634,-72.9943",41.5634,-72.9943
Read to Grow BFK Organization,"41.32167,-72.9398",41.32167,-72.9398
Read to Grow BFK Organization,"41.3531,-72.9899",41.3531,-72.9899
Read to Grow BFK Organization,"41.11653,-73.4211",41.11653,-73.4211
Read to Grow BFK Organization,"41.32719,-72.8114",41.32719,-72.8114
Read to Grow BFK Organization,"41.27932,-72.8121",41.27932,-72.8121
Read to Grow BFK Organization,"41.300388,-72.938151",41.300388,-72.938151
Read to Grow BFK Organization,"41.30471,-72.9027",41.30471,-72.9027
Read to Grow BFK Organization,"41.28633,-72.8669",41.28633,-72.8669
Read to Grow BFK Organization,"41.77133,-72.6975",41.77133,-72.6975
Read to Grow BFK Organization,"41.72233,-72.2188",41.72233,-72.2188
Read to Grow BFK Organization,"41.33151,-72.9456",41.33151,-72.9456
Read to Grow BFK Organization,"41.5492,-72.377456",41.5492,-72.377456
Read to Grow BFK Organization,"41.0482,-73.5107",41.0482,-73.5107
Read to Grow BFK Organization,"41.33968,-72.9356",41.33968,-72.9356
Read to Grow BFK Organization,"41.65908,-72.6858",41.65908,-72.6858
Read to Grow BFK Organization,"41.2831,-72.9805",41.2831,-72.9805
Read to Grow BFK Organization,"41.7574576,-72.702496",41.7574576,-72.702496
Read to Grow BFK Organization,"41.2933662,-72.9480867",41.2933662,-72.9480867
Read to Grow BFK Organization,"41.84211,-71.9112",41.84211,-71.9112
Read to Grow BFK Organization,"41.33383,-72.9398",41.33383,-72.9398
Read to Grow BFK Organization,"41.65236,-72.788",41.65236,-72.788
Read to Grow BFK Organization,"41.79137,-72.6007",41.79137,-72.6007
Read to Grow BFK Organization,"41.78629,-72.912145",41.78629,-72.912145
Read to Grow BFK Organization,"41.33698,-72.1037",41.33698,-72.1037
Read to Grow BFK Organization,"41.30856,-72.7492",41.30856,-72.7492
Read to Grow BFK Organization,"41.32707,-72.1023",41.32707,-72.1023
Read to Grow BFK Organization,"41.32515,-72.9123",41.32515,-72.9123
Read to Grow BFK Organization,"41.2602782,-72.8930477",41.2602782,-72.8930477
Read to Grow BFK Organization,"41.181181,-73.193165",41.181181,-73.193165
Read to Grow BFK Organization,"41.34705,-72.2134",41.34705,-72.2134
Read to Grow BFK Organization,"41.659314,-72.804881",41.659314,-72.804881
Read to Grow BFK Organization,"41.33064,-72.9313",41.33064,-72.9313
Read to Grow BFK Organization,"41.21471,-73.152",41.21471,-73.152
Read to Grow BFK Organization,"41.909246,-72.98764",41.909246,-72.98764
Read to Grow BFK Organization,"41.27805,-72.8242",41.27805,-72.8242
Read to Grow BFK Organization,"41.33859,-72.8344",41.33859,-72.8344
Read to Grow BFK Organization,"41.597831,-71.921176",41.597831,-71.921176
Read to Grow BFK Organization,"41.28008,-72.889751",41.28008,-72.889751
Read to Grow BFK Organization,"41.25096,-72.9706",41.25096,-72.9706
Read to Grow BFK Organization,"41.9759,-72.5806",41.9759,-72.5806
Read to Grow BFK Organization,"41.23787,-72.9951",41.23787,-72.9951
Read to Grow BFK Organization,"41.48438,-72.8951",41.48438,-72.8951
Read to Grow BFK Organization,"41.29941,-72.9323",41.29941,-72.9323
Read to Grow BFK Organization,"41.20229,-73.209",41.20229,-73.209
Read to Grow BFK Organization,"41.28514,-72.6426",41.28514,-72.6426
Read to Grow BFK Organization,"41.52455,-72.0746",41.52455,-72.0746
Read to Grow BFK Organization,"41.531681,-72.772687",41.531681,-72.772687
Read to Grow BFK Organization,"41.79073,-72.6982",41.79073,-72.6982
Read to Grow BFK Organization,"41.77251,-72.5228",41.77251,-72.5228
Read to Grow BFK Organization,"41.79942,-72.3053",41.79942,-72.3053
Read to Grow BFK Organization,"41.773847,-72.645363",41.773847,-72.645363
Read to Grow BFK Organization,"41.75881,-72.6892",41.75881,-72.6892
Read to Grow BFK Organization,"41.979058,-71.899113",41.979058,-71.899113
Read to Grow BFK Organization,"41.284517,-72.789034",41.284517,-72.789034
Read to Grow BFK Organization,"41.27954,-72.8151",41.27954,-72.8151
Read to Grow BFK Organization,"41.75378,-72.6804",41.75378,-72.6804
Read to Grow BFK Organization,"41.32627,-72.9609",41.32627,-72.9609
Read to Grow BFK Organization,"41.77497,-72.5963",41.77497,-72.5963
Read to Grow BFK Organization,"41.775539,-72.594949",41.775539,-72.594949
Read to Grow BFK Organization,"41.328159,-72.427573",41.328159,-72.427573
Read to Grow BFK Organization,"41.33635,-73.0544",41.33635,-73.0544
Read to Grow BFK Organization,"41.50287,-73.0583",41.50287,-73.0583
Read to Grow BFK Organization,"41.537247,-72.794478",41.537247,-72.794478
Read to Grow BFK Organization,"41.5455079,-72.8053098",41.5455079,-72.8053098
Read to Grow BFK Organization,"41.53973,-72.817",41.53973,-72.817
Read to Grow BFK Organization,"41.51817,-72.8294",41.51817,-72.8294
Read to Grow BFK Organization,"41.518104,-72.829569",41.518104,-72.829569
Read to Grow BFK Organization,"41.5411,-72.7869",41.5411,-72.7869
Read to Grow BFK Organization,"41.540908,-72.787787",41.540908,-72.787787
Read to Grow BFK Organization,"41.55091,-72.8078",41.55091,-72.8078
Read to Grow BFK Organization,"41.1821841,-73.1919152",41.1821841,-73.1919152
Read to Grow BFK Organization,"41.5536845,-72.6485512",41.5536845,-72.6485512
